Credit_Limit,Sex,Education,Marital_Status,Age,Jan_Repay_Status,Previous_Payment_Prior_Jan,Jan_Statement,Feb_Repay_Status,Previous_Payment_Prior_Feb,Feb_Statement,Mar_Repay_Status,Previous_Payment_Prior_Mar,Mar_Statement,Apr_Repay_Status,Previous_Payment_Prior_Apr,Apr_Statement,May_Repay_Status,Previous_Payment_Prior_May,May_Statement,Jun_Repay_Status,Previous_Payment_Prior_Jun,Jun_Statement,July_Payment_Status,Repay_Status_sum,Previous_Payment_Prior_sum,Statement_sum
700,1,2,1,48,0,128,565,0,52,670,2,0,700,2,60,677,2,0,725,2,48,708,0,8,288,4045
6300,2,2,1,29,-1,85,145,-1,233,84,-1,221,233,-1,25,217,-1,1006,25,-1,84,1003,0,-6,1654,1707
3100,1,2,2,25,0,200,1340,0,53,1436,0,48,1200,0,80,1092,0,80,861,0,80,920,0,0,541,6849
1200,2,2,2,27,3,60,364,2,0,412,2,76,400,2,0,468,2,42,449,2,28,483,1,13,206,2576
6500,2,2,2,47,-2,86,82,-2,78,86,-2,77,78,-2,82,77,-2,78,82,-2,102,78,0,-12,503,483
2900,2,2,1,41,0,81,1722,0,82,1764,0,72,1804,0,120,1834,0,90,1918,0,65,1970,0,0,510,11012
4300,2,2,1,37,0,2000,3186,0,140,4433,0,400,4302,0,120,3217,0,120,3189,0,120,3240,0,0,2900,21567
11100,1,2,2,28,-2,71,72,-2,74,71,-2,0,74,-2,64,0,-2,0,64,-2,43,0,0,-12,252,281
6100,2,3,1,43,0,174,3624,0,129,3740,0,126,3768,0,134,3662,0,130,3583,0,351,3532,0,0,1044,21909
10500,2,2,1,33,0,81,371,0,1336,317,-1,244,1335,0,141,1435,0,494,878,0,802,1286,0,-1,3098,5622
4500,1,3,1,57,0,163,1859,0,57,1430,0,53,1373,0,87,1218,0,128,905,0,199,939,0,0,687,7724
2000,2,2,2,20,2,0,600,2,80,579,2,40,649,2,0,666,2,80,650,2,0,719,1,12,200,3863
16400,1,2,2,38,0,560,13438,0,521,13133,0,1200,12844,0,480,10998,0,400,10756,0,362,10503,0,0,3523,71672
900,1,2,1,32,-1,16,16,-1,16,16,-1,0,16,-1,31,0,-1,0,31,-1,0,0,0,-6,63,79
3900,2,2,1,30,2,49,29,-1,1750,49,-1,80,1619,0,60,1656,0,80,1454,0,80,1369,0,0,2099,6176
2300,2,3,2,44,0,160,2169,0,80,1104,0,40,1151,0,40,763,0,13,779,0,14,370,0,0,347,6336
12300,1,1,2,34,0,340,8699,0,364,8718,0,208,8899,0,292,5717,0,280,5914,0,158,6018,0,0,1642,43965
17500,2,1,1,43,-1,651,159,-1,641,501,-1,945,635,0,12800,834,0,229,13279,0,215,7413,0,-3,15481,22821
1100,2,2,1,24,0,76,1086,0,60,1132,0,48,1160,0,52,1190,0,60,1208,0,47,1194,0,0,343,6970
1300,2,2,2,21,0,83,1096,0,40,1161,0,22,1078,0,5,1100,0,0,269,0,0,0,0,0,150,4704
8400,2,1,2,28,0,60,298,-1,339,60,-1,220,339,-1,118,220,-1,27,118,-1,1024,27,0,-5,1788,1062
1900,2,1,2,25,0,64,1238,0,62,1145,0,44,466,0,40,217,0,40,253,0,11,289,0,0,261,3608
500,1,2,2,26,0,44,378,0,52,382,0,80,293,0,11,361,0,40,315,0,44,335,0,0,271,2064
8000,1,1,2,25,2,312,7879,2,300,8002,2,0,8100,2,268,6489,2,200,6172,2,280,5901,1,12,1360,42543
5200,2,2,2,33,0,188,5111,0,140,4893,0,128,4307,0,128,3591,0,132,3625,0,124,3620,0,0,840,25147
2100,1,3,2,27,2,100,2038,0,84,1966,0,76,1872,0,80,1905,0,70,1947,0,76,1898,1,2,486,11626
6700,1,2,2,28,0,52,878,0,80,903,0,40,582,0,80,434,0,2092,500,0,88,2569,0,0,2432,5866
12400,2,2,2,44,-2,10400,-85,-1,400,9856,0,400,10010,0,400,10170,0,400,10398,0,400,10628,0,-3,12400,50977
11200,2,2,1,35,0,424,10113,0,401,10239,0,400,4416,0,202,4595,0,202,4731,0,200,4568,1,0,1829,38662
19900,1,1,1,53,-2,416,403,-2,476,407,-2,3544,463,-2,1059,2748,-2,359,1059,-2,461,359,0,-12,6315,5439
2000,1,2,2,59,0,81,2043,0,100,2026,0,84,1455,0,20,1317,0,20,376,0,20,390,0,0,325,7607
800,1,2,2,27,-1,16,16,-1,16,16,-1,16,16,-1,16,16,-1,16,16,0,0,31,0,-5,80,111
3300,2,2,1,25,0,120,3054,0,120,3097,0,108,2962,0,80,2934,0,200,2279,0,88,2365,0,0,716,16691
8500,2,1,1,29,-1,30,30,-1,30,30,-1,30,30,-1,30,30,-1,13,30,-1,30,13,0,-6,163,163
1100,2,1,2,23,0,128,517,0,0,636,2,80,615,0,120,672,0,0,768,2,80,750,0,4,408,3958
19900,2,2,1,45,-1,16,16,-1,16,16,-1,16,16,-1,16,16,-1,16,16,-1,16,16,1,-6,96,96
1900,1,2,2,24,0,148,1925,0,216,2916,0,0,1444,2,40,1175,0,58,1174,0,41,1164,0,2,503,9798
9600,2,2,2,24,0,59,3033,0,64,2031,0,56,2061,0,120,1271,0,127,1360,0,1484,1471,0,0,1910,11227
2000,2,2,1,31,0,88,1803,0,144,1862,0,0,1958,2,60,1920,0,60,1948,0,61,1648,1,2,413,11139
2400,2,2,2,24,2,92,2236,2,0,2267,2,200,2208,2,100,2367,2,0,2409,2,120,2218,0,12,512,13705
5900,1,2,2,25,2,5401,705,0,120,6067,0,4800,5899,-1,33,299,0,3200,327,0,147,3500,1,1,13701,16797
6000,2,1,2,42,0,80,679,0,100,748,0,60,835,2,40,870,0,80,883,0,80,942,0,2,440,4957
400,2,1,2,31,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,-9,0,0
5700,1,2,2,27,0,200,8733,0,265,5403,0,88,4910,0,5600,3063,-1,217,5580,0,188,5690,0,-1,6558,33379
22700,2,2,1,47,0,781,22556,0,1004,22783,0,606,23118,0,469,22542,0,1715,18056,0,16880,4356,0,0,21455,113411
5600,2,2,2,35,0,105,2171,0,200,2240,0,200,2379,0,98,2514,0,200,2547,0,200,2699,0,0,1003,14550
2800,1,2,2,29,1,464,0,-1,80,464,0,56,536,0,200,579,0,12,723,0,169,600,0,0,981,2902
5900,2,2,3,54,0,191,5551,0,257,5411,0,198,5624,0,162,5713,0,168,5829,0,193,5949,0,0,1169,34077
2000,2,2,1,31,-1,16,16,-1,16,16,-1,16,16,-1,37,16,-1,0,37,2,31,16,1,-3,116,117
8000,2,3,1,43,2,323,8134,0,379,8207,0,198,7943,0,210,5646,0,209,5769,0,413,5761,0,2,1732,41460
300,2,1,1,35,0,0,212,0,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,-8,0,212
6100,2,1,2,27,2,120,619,2,40,728,2,0,745,2,40,721,0,40,749,0,40,777,1,8,280,4339
9700,2,2,2,24,0,200,1060,0,240,1075,0,120,1100,0,0,716,0,0,268,0,143,165,0,0,703,4384
5600,1,1,2,25,0,80,779,0,403,805,0,0,664,2,80,384,0,200,217,0,200,391,1,2,963,3240
6500,2,2,2,21,0,55,876,0,40,899,0,11,855,-1,0,11,-1,0,0,-2,810,-686,0,-4,916,1955
5100,2,2,2,41,0,120,382,0,0,496,2,20,475,0,20,393,0,108,407,0,20,507,1,2,288,2660
2300,1,3,1,47,0,120,1792,0,180,1662,0,100,1626,0,72,1634,0,168,1624,0,100,1626,0,0,740,9964
700,2,3,2,52,-1,53,787,0,59,799,0,56,770,0,0,807,0,0,681,0,33,629,0,-1,201,4473
2000,1,1,2,59,0,100,2044,0,86,2019,0,37,1967,0,28,878,0,40,806,0,15,749,0,0,306,8463
7100,2,2,1,32,-1,276,276,-1,276,276,-1,251,276,-1,80,251,0,0,331,0,0,0,0,-4,883,1410
3300,2,1,2,34,1,0,3335,2,115,3256,0,124,3152,0,120,3223,0,253,3122,0,0,3318,1,3,612,19406
6500,1,2,2,34,0,280,6548,0,216,6120,0,163,4604,0,6524,3041,-1,227,6113,0,238,6242,0,-1,7648,32668
1300,1,2,2,29,2,40,1144,0,0,1151,0,0,0,-2,0,0,-2,0,0,-2,0,0,1,-4,40,2295
1700,1,2,1,50,0,0,67,0,33,0,-1,33,33,-1,23,33,-1,80,23,-1,0,69,0,-4,169,225
2500,1,2,2,25,0,85,2379,0,100,2368,0,120,2373,0,100,2358,0,60,1204,0,44,1189,0,0,509,11871
9500,2,2,1,41,1,0,604,2,591,582,0,0,996,0,95,591,-1,95,95,-1,0,95,0,1,781,2963
3900,2,1,2,23,3,0,4001,2,338,3902,2,0,4175,2,155,4071,0,309,4064,0,0,4138,1,9,802,24351
800,2,2,2,21,0,120,404,0,80,446,0,48,474,0,200,189,0,400,365,0,356,734,0,0,1204,2612
9300,1,3,2,30,1,402,8556,2,1134,8759,2,0,9523,3,260,9328,2,7,9353,2,200,7625,0,12,2003,53144
1900,2,2,2,34,0,60,1493,0,60,1302,0,48,1064,0,44,1094,0,42,1121,0,40,1144,1,0,294,7218
12300,2,1,2,37,-2,11955,0,-2,0,11955,-2,0,0,-2,0,0,-2,0,0,-2,7977,0,0,-12,19932,11955
8000,1,2,2,38,0,360,7605,0,360,7781,0,320,7767,0,400,7578,0,320,7482,0,280,7483,1,0,2040,45696
2700,1,2,1,45,2,124,2749,0,120,2788,0,124,2808,0,80,2801,0,72,2039,0,68,1941,0,2,588,15126
4000,2,3,2,27,2,152,3985,0,122,4043,0,100,2799,0,104,2433,0,87,2439,0,104,2386,0,2,669,18085
15200,2,1,2,29,0,228,1081,0,112,1267,2,0,1338,2,48,1294,0,49,1301,0,53,1292,0,4,490,7573
2100,1,2,2,25,0,0,1380,0,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,-8,0,1380
2100,1,2,2,35,0,52,1679,0,52,1253,0,33,727,0,40,747,0,31,769,0,22,782,0,0,230,5957
2300,1,2,2,30,0,80,1363,0,343,929,0,39,1214,0,40,1135,0,40,1158,0,36,1064,0,0,578,6863
12400,1,1,1,47,0,61,1186,0,180,215,-1,106,180,-1,6,105,-1,7,6,2,0,13,0,-1,360,1705
4900,2,3,3,93,4,1422,2346,0,447,3933,1,340,762,6,769,1128,9,1845,4038,-1,2664,4148,0,19,7487,16355
3100,1,1,1,44,0,97,3154,0,59,3109,0,42,1838,0,43,1181,0,51,1190,0,40,1206,0,0,332,11678
5300,1,1,2,34,1,260,5128,2,200,5244,2,0,5302,2,140,5146,0,144,4034,0,148,4062,0,7,892,28916
4700,2,2,2,26,-1,203,43,-1,0,203,2,160,101,-1,298,160,-1,113,298,-1,346,113,0,-3,1120,918
7300,2,2,2,30,0,62,936,0,60,578,0,196,616,0,414,795,0,436,894,0,140,916,0,0,1308,4735
2100,1,2,2,38,2,80,442,0,80,499,0,40,555,2,40,538,0,40,535,0,80,531,1,4,360,3100
700,1,2,1,39,0,44,255,0,40,113,0,20,149,0,84,153,-1,82,84,-1,100,82,0,-2,370,836
15900,2,1,1,27,-1,8,349,-1,168,8,-1,162,167,-1,183,162,-1,0,183,0,153,103,0,-5,674,972
5500,1,3,1,54,0,216,5327,0,120,5436,0,160,3264,0,140,3357,0,140,3394,0,140,3462,0,0,916,24240
3700,2,2,1,40,0,121,2451,0,169,2507,0,120,2528,0,80,2465,0,280,2513,0,0,2777,0,0,770,15241
3900,1,1,2,29,2,164,3395,2,132,3469,2,140,3508,2,136,3554,2,148,3627,2,160,3709,1,12,880,21262
700,2,2,2,22,0,120,621,0,67,716,0,60,746,0,24,766,0,51,768,0,0,798,0,0,322,4415
19900,1,1,2,33,0,56,3058,-1,2258,56,-1,61,2258,0,57,2205,0,30,2192,0,59,789,0,-2,2521,10558
20100,2,1,1,44,0,406,3747,0,213,4076,0,400,3058,0,1200,839,0,480,2019,0,400,2463,0,0,3099,16202
3700,2,2,1,27,2,164,3615,0,168,3501,0,120,3562,0,120,3432,0,120,2727,0,104,2760,1,2,796,19597
6100,1,1,1,53,-2,20,161,-1,25,20,-1,0,-38,-2,76,-63,-2,13,13,-2,31,13,1,-10,165,106
3700,1,2,2,24,0,0,2807,0,0,-1,-2,0,-1,-2,0,-1,-2,0,-1,-2,0,-1,0,-8,0,2802
1300,1,2,2,26,0,80,1115,0,56,1174,0,80,919,0,60,983,0,222,1027,0,0,1231,0,0,498,6449
8000,2,2,1,42,0,120,1692,0,80,1751,0,200,1761,0,80,1939,0,120,1967,0,120,1877,0,0,720,10987
700,2,2,2,22,0,60,770,0,61,601,0,40,539,0,40,304,0,40,344,0,0,200,0,0,241,2758
17900,1,1,1,39,-2,666,667,-2,777,666,-2,120,777,-2,952,120,-2,1649,951,-2,1459,1647,0,-12,5623,4828
7200,2,2,1,41,0,65,5779,-1,13,65,-1,375,13,-1,44,375,-1,1740,44,-1,0,1740,0,-5,2237,8016
8700,2,2,1,34,-1,627,2063,-1,55,627,-1,132,55,-1,98,132,-1,109,98,-1,0,109,1,-6,1021,3084
16900,2,2,2,24,-2,1213,2495,-2,4295,1207,-2,1354,4241,-2,1983,1348,-2,1889,1974,-2,2290,1790,0,-12,13024,13055
2500,2,2,2,23,0,120,2444,0,120,2450,0,80,2229,0,60,1194,0,60,1144,0,80,1159,0,0,520,10620
18900,1,3,2,35,2,824,19961,0,760,19772,0,560,18825,0,544,15941,0,544,15597,0,540,15252,1,2,3772,105348
5900,2,2,2,25,-1,72,61,-1,228,72,-1,186,228,-1,2813,186,0,120,2813,0,120,2716,0,-4,3539,6076
5700,1,2,2,37,0,280,5563,0,192,5753,0,186,5379,0,200,5205,0,244,5321,0,240,5477,0,0,1342,32698
1700,2,3,2,23,2,64,1377,2,0,1407,2,50,1372,0,52,1399,0,52,1429,0,54,1457,1,6,272,8441
14400,2,1,1,45,-1,53,696,0,65,738,0,200,770,0,0,735,0,0,0,-2,0,0,0,-3,318,2939
9500,2,2,2,36,5,407,7172,0,3946,4671,7,8348,8978,4,1323,3394,9,2042,6021,3,4940,6368,0,28,21006,36604
7200,2,1,2,32,2,90,13,-1,103,90,-1,13,103,-1,40,13,-1,25,40,-1,24,25,0,-3,295,284
6700,2,1,2,27,0,80,1682,0,80,1727,0,120,1771,0,240,1854,0,0,2055,2,80,2023,0,2,600,11112
700,1,3,2,48,0,75,391,0,74,448,0,52,502,0,40,545,0,43,577,0,7,611,0,0,291,3074
3100,1,2,2,27,0,53,611,0,0,205,0,0,0,-2,0,0,-2,0,0,-2,0,0,0,-6,53,816
10500,1,2,1,30,0,112,1176,0,487,119,-1,825,480,-1,1759,813,-1,121,1754,0,81,913,0,-3,3385,5255
14500,2,1,1,33,-1,0,425,-1,0,0,-2,0,0,-2,6,0,-2,5,6,-2,0,5,0,-10,11,436
12900,2,1,2,43,-1,1985,1169,-1,5744,1967,-1,3308,5744,-1,1770,3290,-1,960,1770,-1,5137,920,0,-6,18904,14860
5300,2,3,1,33,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,-9,0,0
2000,1,2,1,32,0,80,1850,0,120,1845,0,25,1877,0,26,698,0,27,713,0,26,728,0,0,304,7711
14400,1,2,1,48,1,0,191,-2,0,-9,-2,0,-9,-2,0,-9,-2,0,-9,-2,0,-9,0,-9,0,146
1900,1,3,1,48,0,96,2007,0,0,2056,0,0,0,-2,0,0,-2,0,0,-2,0,0,1,-6,96,4063
700,2,2,1,39,0,128,698,0,0,814,2,33,789,0,30,785,0,40,769,0,11,795,1,2,242,4650
700,1,2,3,49,0,60,661,0,140,648,0,40,677,2,40,693,0,40,673,0,40,687,0,2,360,4039
12400,2,3,2,26,0,400,784,0,1129,590,-1,170,1129,-1,140,170,-1,16,140,-1,16,16,0,-4,1871,2829
400,1,2,2,23,0,51,213,0,43,260,0,20,293,0,40,259,0,40,280,0,6,300,0,0,200,1605
2000,1,2,2,24,0,48,397,0,83,204,0,40,225,0,83,177,0,80,204,0,413,227,0,0,747,1434
12100,2,2,1,32,-2,0,8203,-2,0,-3,-2,84,-3,-2,0,81,-2,80,-7,-2,200,73,0,-12,364,8344
9200,2,1,1,46,-1,0,254,-1,39,0,-1,0,39,-1,28,0,-1,20,28,-1,0,20,1,-6,87,341
5100,2,2,2,28,0,110,3365,0,110,3378,0,87,2498,0,75,1927,0,61,1195,0,0,621,0,0,443,12984
1100,1,2,2,29,0,80,1072,0,64,1134,0,24,3450,0,40,1134,0,19,1143,0,0,936,0,0,227,8869
5600,1,2,1,31,0,200,5368,0,140,5093,0,108,4300,0,104,2769,0,110,2828,0,108,2891,1,0,770,23249
2500,2,2,1,38,0,71,1936,0,56,1930,0,200,1446,0,200,1462,0,35,1634,-1,69,35,0,-1,631,8443
11200,1,1,2,30,1,140,0,-1,111,140,-1,0,111,0,0,80,0,0,-14,-2,0,-47,0,-3,251,270
2100,2,3,2,24,0,80,1353,0,400,1391,0,200,1667,0,401,603,0,400,563,0,400,682,0,0,1881,6259
20000,1,2,1,48,-1,142,15,-1,19,141,-1,522,19,-1,3702,520,-1,126,3702,0,76,3772,0,-5,4587,8169
5900,2,1,2,25,-1,0,111,-1,24,0,-1,0,24,2,0,24,2,0,0,-2,0,0,1,-1,24,159
5100,1,2,2,29,0,60,1163,0,61,1204,0,51,1245,0,48,1276,0,54,1297,0,67,1321,0,0,341,7506
700,1,1,2,26,1,0,616,2,60,416,0,11,288,0,11,294,0,40,300,0,33,335,0,3,155,2249
3600,2,2,2,25,0,226,3521,0,641,2788,0,531,2082,0,343,1702,-1,786,343,-1,480,186,0,-2,3007,10622
1500,1,2,2,47,2,160,2094,2,0,2196,3,80,2137,2,0,2050,2,141,1886,2,0,1877,1,13,381,12240
8100,2,1,1,26,1,282,-36,-2,26,100,-1,0,26,2,0,26,0,0,26,0,52,0,0,0,360,142
6400,1,1,1,31,-1,1618,670,0,80,1798,0,60,1618,0,80,1638,0,40,1628,0,258,1423,0,-1,2136,8775
4400,2,1,1,50,0,151,4148,0,146,4093,0,147,3709,0,99,3783,0,96,2601,0,97,2650,0,0,736,20984
3300,2,3,1,57,0,136,3212,0,552,2600,0,142,2493,0,65,1732,0,61,1635,0,72,1623,0,0,1028,13295
2400,2,3,1,21,2,82,2416,0,103,2300,0,65,2365,0,41,2374,0,42,1176,0,43,1174,0,2,376,11805
4400,2,2,1,36,0,64,829,0,65,870,0,53,910,0,38,939,0,39,963,0,40,983,0,0,299,5494
9200,2,1,2,25,0,192,1317,0,125,869,0,201,492,0,0,234,0,0,0,-2,0,0,0,-2,518,2912
8100,2,3,2,32,-2,0,0,-2,0,0,-2,0,0,-2,50,0,-2,0,50,-2,51,0,0,-12,101,50
8100,1,2,1,48,-1,0,294,2,179,239,-1,400,179,-1,0,392,2,188,198,-1,188,188,0,0,955,1490
8100,1,2,1,51,-2,16,16,-2,16,16,-2,16,16,-2,15,16,-2,55,15,-2,207,55,0,-12,325,134
7900,2,2,2,35,1,180,2938,2,160,3052,2,0,3147,2,220,3040,2,120,3191,2,0,3261,0,11,680,18629
5200,2,1,2,31,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,2482,0,-1,661,2482,0,-11,3143,2482
12000,2,1,2,33,0,2202,1892,0,1094,3509,0,85,3146,0,200,3082,0,220,2974,0,160,1978,0,0,3961,16581
800,1,1,2,23,2,80,711,0,52,776,0,16,797,0,16,693,0,400,513,0,16,797,1,2,580,4287
2100,2,3,1,53,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1,-9,0,0
7100,1,2,1,34,-1,44,44,-1,44,44,-1,44,44,-1,0,44,-1,44,0,-1,0,44,0,-6,176,220
8400,2,1,2,32,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,-9,0,0
5900,2,2,2,35,0,120,745,0,120,753,0,54,629,0,200,476,0,120,564,0,200,577,0,0,814,3744
6000,2,2,2,28,0,240,5099,0,180,4823,0,216,4751,0,156,4696,0,180,4253,0,160,4087,0,0,1132,27709
1900,2,2,2,23,0,80,2126,0,84,2019,0,89,2030,0,40,1649,0,120,578,0,25,689,0,0,438,9091
7900,2,1,2,28,0,360,7874,0,280,7564,0,220,7330,0,240,5904,0,169,5924,0,144,3999,0,0,1413,38595
8000,2,2,2,24,0,320,7768,0,180,7889,0,181,5237,0,218,5231,0,200,5150,0,180,4908,0,0,1279,36183
2400,1,2,1,33,0,60,1231,0,64,1035,0,36,1079,0,180,1091,0,0,1213,2,40,964,0,2,380,6613
6400,2,2,2,27,0,280,6175,0,1160,5201,0,48,6130,0,2775,1199,-1,64,2627,-1,80,2154,0,-2,4407,23486
17300,2,1,2,33,0,80,1432,0,400,1476,0,80,1794,0,200,1569,0,80,1280,0,281,776,0,0,1121,8327
2800,2,3,2,25,0,80,336,0,40,410,0,94,441,-1,2,94,0,0,96,0,0,0,0,-1,216,1377
8500,1,2,2,27,0,86,2632,0,800,2167,0,88,2923,0,200,2492,0,79,2652,0,79,2656,0,0,1332,15522
2100,2,2,2,31,0,72,1046,0,60,1089,0,72,1118,0,40,1068,0,48,1080,0,48,1030,0,0,340,6431
8100,2,2,1,36,-2,794,713,-2,757,790,-2,604,749,-2,514,601,-2,339,511,-2,1095,337,0,-12,4103,3701
4500,2,1,2,32,0,101,1864,0,200,1934,0,66,2073,0,60,1889,0,400,1399,0,60,1749,0,0,887,10908
5700,1,3,2,34,0,272,1897,0,0,2113,2,69,2054,0,160,1989,0,80,2019,0,75,2030,0,2,656,12102
6100,1,1,2,25,-2,14,24,-1,42,14,0,40,56,0,3,94,-1,26,3,-1,0,17,0,-5,125,208
700,1,2,2,25,1,0,530,5,0,510,4,0,491,3,0,472,2,120,458,0,200,564,1,15,320,3025
13200,2,1,1,40,-1,166,440,-1,1942,166,-1,742,1942,-1,0,678,0,1074,64,-1,478,1074,0,-5,4402,4364
15300,1,1,1,41,2,264,5098,0,240,5220,0,240,5314,0,240,5465,0,240,5610,0,240,5757,1,2,1464,32464
6300,1,2,1,34,-2,207,348,-2,427,206,-2,143,422,-2,98,143,-2,107,98,-2,99,107,0,-12,1081,1324
2100,2,2,1,34,2,0,1848,2,188,1806,2,0,1965,2,80,1918,0,140,1743,0,0,1405,0,8,408,10685
3100,2,1,2,27,-1,53,128,-1,37,48,-1,0,37,0,28,37,-1,124,28,-1,0,124,0,-5,242,402
2000,1,2,2,28,0,80,1067,0,80,842,0,40,260,0,0,88,0,0,0,-2,0,0,0,-2,200,2257
7100,1,1,1,29,1,400,5756,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,-6,400,5756
6100,2,1,2,24,-2,393,170,-2,304,393,-2,556,304,-2,21,556,-2,0,21,-2,244,0,0,-12,1518,1444
8100,1,2,2,33,0,120,3510,0,120,3585,0,120,3660,0,160,3733,0,160,3844,0,200,3956,0,0,880,22288
8100,1,1,2,30,-1,69,96,-1,64,69,-1,42,64,-1,143,42,-1,81,143,-1,68,81,0,-6,467,495
4100,2,3,1,56,0,66,1604,0,71,1639,0,78,1679,0,48,1720,0,49,1331,0,50,1359,0,0,362,9332
2400,2,2,2,36,0,120,2372,0,91,2429,0,40,2380,0,44,1972,0,52,1156,0,41,1143,0,0,388,11452
800,1,2,2,25,1,2,673,2,200,583,0,48,404,0,20,370,0,20,276,0,40,233,0,3,330,2539
11100,1,1,1,40,-2,1654,1121,-2,2084,1652,-2,1430,2060,-2,158,1430,-1,558,158,0,177,559,0,-9,6061,6980
4000,1,2,2,33,2,130,3704,0,104,3734,0,103,2787,0,120,2844,0,120,2917,0,120,2990,0,2,697,18976
7500,2,1,2,29,-1,788,262,-1,732,728,-1,396,728,0,1259,578,-1,104,1259,-1,882,104,0,-5,4161,3659
4500,2,2,2,33,0,208,4128,0,152,4109,0,180,4121,0,136,4124,0,140,3776,0,308,3843,1,0,1124,24101
8100,1,1,2,35,-1,18,38,-1,0,18,-1,24,0,-1,0,24,-1,0,0,-2,0,0,0,-7,42,80
9500,2,1,2,30,-2,0,0,-2,120,0,-2,0,120,-2,0,0,-2,0,0,-2,0,0,0,-12,120,120
3300,2,3,1,40,0,117,3296,0,491,3239,0,0,3553,2,69,3326,0,70,2036,0,75,2400,0,2,822,17850
7200,2,2,2,32,-2,46,0,-1,134,46,-1,0,134,-2,0,0,-2,0,0,-2,0,0,0,-10,180,180
6900,1,2,1,44,0,212,5265,0,204,5255,0,200,5182,0,188,5277,0,200,5318,0,192,5381,0,0,1196,31678
4700,2,3,1,40,-1,40,95,-1,113,31,-1,281,86,-1,105,279,-1,40,102,-1,1047,25,0,-6,1626,618
3100,1,3,1,37,-1,183,8,-1,14,94,2,0,50,2,0,0,-2,666,0,-1,0,666,0,-1,863,818
1200,2,2,1,34,-1,0,21,-1,0,-5,-2,0,-5,-2,0,-5,-2,272,-5,-1,878,267,1,-9,1150,268
8000,2,2,2,36,0,40,770,0,0,400,0,0,0,-2,0,0,-2,0,0,-2,0,0,0,-6,40,1170
900,2,2,1,24,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1,-9,0,0
4700,2,2,3,41,0,74,1876,0,67,1900,0,65,1932,0,67,1971,0,75,1961,0,42,1725,0,0,390,11365
1200,2,3,1,35,1,0,1185,2,68,1154,0,68,1191,0,60,1179,0,60,1212,0,60,1112,0,3,316,7033
3200,2,2,1,28,-2,16,16,-2,16,16,-2,16,16,-2,16,16,-2,37,16,-2,0,37,0,-12,101,117
13600,2,1,2,32,0,584,13317,0,121,13606,0,78,2920,0,113,2894,0,4000,2357,0,120,4957,0,0,5016,40051
5200,2,2,1,45,0,100,5022,0,0,4996,0,0,0,-2,0,0,-2,0,0,-2,0,0,0,-6,100,10018
20100,2,1,1,32,0,1160,10011,0,1160,9901,0,1200,9800,0,1200,9737,0,244,9359,0,248,8369,0,0,5212,57177
2000,1,1,2,26,1,0,0,-2,3,0,-1,0,3,2,152,3,2,0,155,2,0,144,1,4,155,305
4500,2,2,2,23,0,120,3215,0,120,3266,0,87,1892,0,120,1754,0,140,1827,0,62,1640,0,0,649,13594
6500,1,2,3,47,12,244,689,1,526,1193,0,1634,5006,4,961,4467,10,1622,2643,3,960,1170,1,30,5947,15168
20100,2,2,1,34,-2,1418,687,-2,249,1387,-2,461,249,-2,503,461,-2,728,499,-2,1302,728,0,-12,4661,4011
2100,2,3,3,44,0,76,1793,0,82,1840,0,80,1887,0,12,1006,0,8,189,0,20,194,0,0,278,6909
2100,1,2,1,55,1,150,1926,2,1,2031,2,60,1983,0,27,1473,0,28,774,0,27,791,0,5,293,8978
11500,2,3,2,28,0,80,2543,0,56,1159,0,899,431,-1,6592,899,-1,387,6583,-1,756,387,0,-3,8770,12002
1200,2,2,1,35,2,91,961,2,89,1036,2,48,1095,2,40,1113,2,20,1130,2,80,1125,1,12,368,6460
3700,1,3,1,60,0,100,3448,0,40,3280,0,40,679,0,20,519,-1,0,11,-1,1240,-189,0,-2,1440,7748
6000,1,1,2,35,1,0,3544,2,296,3432,2,0,3650,2,132,3536,0,280,3585,0,0,3785,1,7,708,21532
14500,2,1,1,41,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0,-9,0,0
1500,1,2,1,38,0,120,384,0,0,485,2,80,466,0,80,526,0,120,596,0,80,707,0,2,480,3164
10900,1,2,2,39,1,408,0,-1,2809,408,-1,760,2782,-1,16,744,-1,0,0,-2,0,0,0,-5,3993,3934
800,2,3,1,23,2,51,654,0,65,683,0,48,736,0,40,760,0,23,663,0,16,678,0,2,243,4174
9600,2,1,1,42,-1,25,25,-1,25,25,-1,25,25,-1,25,25,-1,25,25,-1,25,25,0,-6,150,150
5300,2,1,1,33,0,80,766,0,120,822,0,0,908,0,0,892,0,0,892,0,0,0,1,0,200,4280
