Credit_Limit,Sex,Education,Marital_Status,Age,Jan_Repay_Status,Previous_Payment_Prior_Jan,Jan_Statement,Feb_Repay_Status,Previous_Payment_Prior_Feb,Feb_Statement,Mar_Repay_Status,Previous_Payment_Prior_Mar,Mar_Statement,Apr_Repay_Status,Previous_Payment_Prior_Apr,Apr_Statement,May_Repay_Status,Previous_Payment_Prior_May,May_Statement,Jun_Repay_Status,Previous_Payment_Prior_Jun,Jun_Statement,July_Payment_Status
2100,2,3,2,27,0,180,258,0,0,430,0,0,0,-2,0,0,-2,10,0,-1,135,10,1
14400,1,3,1,31,-2,0,1344,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
6500,2,3,1,45,2,0,60,2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1
2400,1,2,1,47,0,60,1173,0,80,1213,0,92,1273,0,204,1344,0,0,1525,2,80,1495,1
300,1,1,1,42,2,200,143,-1,0,40,-1,0,0,-2,0,0,-2,0,0,-2,0,0,1
7100,1,1,1,49,-1,69,44,-1,0,69,2,0,56,2,0,-17,-2,0,-17,-2,0,-17,1
20000,1,1,1,41,2,794,22590,0,688,22913,0,634,17231,0,680,17518,0,680,17888,0,630,18258,1
9300,2,1,2,36,-2,1,-1,-2,0,-1,-2,0,-1,-2,0,-1,-2,0,-1,-2,0,-1,1
3200,2,2,2,39,0,69,1879,0,56,1550,0,40,1277,0,24,1035,0,80,808,0,8,780,1
1900,2,3,1,50,-1,12,30,-1,235,12,-1,0,235,-1,0,0,-2,0,0,-2,0,0,1
4100,2,2,1,40,-1,180,39,0,200,219,0,40,412,0,208,440,0,42,450,0,160,237,1
12100,1,1,1,44,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1
900,2,3,2,30,1,23,-15,-1,0,8,3,0,8,2,0,8,2,1,-1,-2,152,-96,0
1200,1,2,2,23,1,72,1065,2,0,1108,2,164,1070,2,36,1204,2,0,1225,2,1637,1088,1
2100,1,2,1,33,0,53,895,0,80,542,0,51,368,0,11,275,0,4,270,0,16,218,1
3900,2,3,1,37,0,153,4100,0,164,4062,0,180,4073,0,127,4002,0,115,3237,0,121,3250,0
13700,2,2,2,39,-2,31,0,-2,0,31,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1
2300,2,3,2,36,0,80,2155,0,128,2199,0,132,2291,0,40,2342,0,44,1165,0,40,1080,0
12900,2,3,2,53,-1,139,139,-1,139,139,-1,504,139,-1,600,504,0,567,958,0,673,1367,1
700,1,1,2,32,1,0,647,3,0,626,2,77,561,0,0,534,0,0,0,-2,0,0,1
4400,1,2,1,53,0,80,1839,0,80,1877,0,80,1926,0,80,1974,0,120,2022,0,80,2108,0
1900,1,2,2,45,0,64,506,0,64,550,0,80,591,0,20,496,0,240,431,0,240,664,1
24900,1,1,1,39,0,208,13877,0,216,3634,0,127,3620,0,128,3601,0,140,3536,0,127,3564,0
7100,1,1,1,37,-1,297,4877,0,282,4644,0,280,3971,0,240,2973,0,200,1906,0,200,1518,0
5900,1,1,2,30,-1,0,44,2,0,33,2,0,-12,-2,0,-24,-2,0,-36,-2,0,-47,1
12400,1,2,2,40,0,280,6790,0,265,6907,0,255,7065,0,263,7213,0,283,7363,0,301,7528,1
18700,2,2,1,46,0,1200,8518,0,600,7537,0,202,7307,0,200,6135,0,400,4578,0,600,4900,0
12800,2,1,2,33,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,16,0,-2,243,-16,1
1900,1,3,1,53,0,98,1979,0,67,2022,0,13,1015,0,54,386,0,13,379,0,17,370,0
5900,2,2,1,38,0,330,11579,0,286,11874,0,548,12065,0,600,12568,0,300,3365,0,0,3620,0
3100,2,3,1,48,-1,32,16,-1,0,32,2,32,16,-1,0,32,-1,16,0,-1,22,16,1
5100,1,1,2,39,0,60,903,0,60,889,0,40,871,0,20,377,0,40,352,0,5,344,0
800,1,3,2,24,-1,0,831,3,0,807,2,40,776,0,0,800,0,0,800,0,0,0,0
8000,1,3,1,36,0,80,1019,0,120,1067,0,0,1140,2,100,1095,2,0,1162,2,60,1122,1
7500,1,1,1,55,-1,16,16,-1,16,16,-1,16,16,-1,241,16,-1,296,241,-1,16,296,1
13300,2,3,1,52,-1,0,83,-1,0,0,-2,0,0,-2,0,0,-2,13,0,-1,0,13,0
10500,1,1,2,31,-1,57,93,-1,29,57,-1,20,29,-1,212,20,-1,0,212,0,31,84,0
9100,2,1,2,29,0,80,2062,0,120,1686,0,80,1781,0,80,1701,0,50,1763,0,110,1623,1
6400,2,3,1,42,-2,0,-1,-2,0,-1,-2,0,-1,-2,0,-1,-2,0,-1,-2,0,-1,0
3200,2,3,1,40,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
5300,2,2,2,27,-1,16,146,-1,16,16,-1,16,16,-1,16,16,-1,16,16,-1,16,16,0
200,2,3,2,37,7,2,101,11,82,159,11,38,161,9,22,136,11,4,9,8,33,53,1
7100,2,1,2,31,-1,48,411,0,80,452,0,80,524,0,0,595,2,200,574,0,200,763,0
800,1,3,1,44,-1,0,223,2,200,214,0,404,399,0,0,764,2,80,734,0,167,688,0
1900,1,1,2,29,2,0,999,2,108,972,2,0,1064,2,89,1035,2,48,1107,2,0,1131,1
1900,2,2,2,27,0,120,1883,0,80,1973,0,80,2016,0,80,1822,0,80,1599,0,80,1646,1
3700,1,2,1,37,8,0,4506,7,0,4443,6,0,4342,5,0,4240,4,0,4153,3,0,4075,1
900,2,2,1,59,3,112,352,2,0,445,3,40,427,2,80,448,2,0,509,4,0,478,1
3200,2,3,2,33,0,116,3095,0,128,3162,0,120,3236,0,140,3175,0,124,3264,0,248,3210,0
4100,2,2,2,24,0,160,4031,0,160,3959,0,160,4055,0,140,4019,0,148,3885,0,160,3970,0
1100,2,2,1,28,1,0,664,2,92,642,2,0,724,2,60,700,2,0,749,2,60,731,1
2400,2,3,1,33,0,60,397,0,84,450,0,0,514,2,28,494,0,40,508,0,56,534,1
12000,1,1,2,34,2,364,10212,0,440,10224,0,440,10336,0,400,10441,0,400,10427,0,400,10556,1
2500,2,2,2,20,3,0,2462,2,145,2399,2,12,2388,2,100,1587,2,52,1203,2,0,1230,1
1200,1,2,1,33,0,60,498,0,60,538,0,80,577,0,80,634,0,0,693,2,144,679,1
3300,2,2,1,28,2,86,2082,0,68,1995,0,56,894,0,0,883,0,1,349,0,9,290,1
4100,2,2,2,34,0,1200,2444,0,402,3250,0,800,2364,0,680,2802,0,200,3386,0,400,2306,0
2900,1,1,2,29,0,108,2759,0,124,2795,0,156,2677,0,100,2762,2,100,2810,0,100,2229,1
2000,1,2,2,26,1,0,2110,2,0,2056,2,0,0,-2,0,0,-2,0,0,-2,0,0,0
16000,2,1,1,27,0,160,7247,0,80,3467,-2,40,2488,-2,6,1520,-1,8,6,-1,148,8,1
6000,1,2,2,36,-1,80,37,-1,55,7,-1,0,55,2,0,48,2,0,0,-2,0,0,0
9600,1,3,1,32,0,160,1839,0,0,1973,2,80,1935,0,160,1986,0,0,2124,2,80,1929,0
4700,1,1,2,32,0,200,2587,0,200,2743,0,200,2874,0,400,2999,0,200,3325,0,200,2055,0
8100,1,1,2,31,-1,200,488,-1,487,79,-1,80,487,0,45,236,-1,333,45,-1,45,333,0
7900,1,1,1,41,1,23,0,-1,23,23,-1,23,23,-1,23,23,-1,23,23,-1,23,23,1
13700,2,2,2,33,5,120,23586,4,0,23271,4,0,22907,3,40,15362,2,173,12180,0,11519,9887,1
16100,2,2,1,45,0,680,15948,0,280,16307,0,280,7443,0,280,7599,0,440,7753,0,400,8068,0
8500,2,1,2,25,0,240,6442,0,280,6268,0,320,6283,0,263,7117,0,220,5472,0,220,5569,0
5900,2,1,2,37,-1,222,304,-1,759,222,-1,0,759,-1,56,0,-1,6,56,-1,8,6,1
18000,2,2,2,34,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1
11700,2,2,1,32,0,52,648,0,52,689,0,27,729,0,28,744,0,52,759,0,25,799,0
3900,2,1,2,27,-1,5,5,-1,5,5,-1,5,5,-1,5,5,-1,5,5,-1,16,5,1
7300,2,1,2,37,-1,38,39,-1,839,38,-1,2040,837,0,4,2602,0,39,2039,0,67,1941,0
2400,1,1,2,32,0,401,2398,0,160,1990,0,160,1930,0,0,1854,2,152,1819,2,0,1935,0
3200,2,1,2,29,0,120,2578,0,120,2587,0,120,2598,0,120,2607,0,100,2618,0,500,2627,0
900,1,3,2,42,0,51,637,0,52,677,0,53,718,0,30,759,0,37,776,0,19,798,1
16000,1,1,2,30,1,69,0,-1,20,69,-1,59,20,-1,20,59,-1,20,20,-1,1479,20,0
6700,1,1,2,27,0,218,4495,0,178,4254,0,120,3656,0,120,3629,0,128,3328,0,128,3358,0
1900,1,2,2,41,0,60,1888,0,60,339,0,16,392,0,14,402,0,15,389,0,13,398,0
3600,2,2,2,23,0,80,768,0,80,507,0,40,566,0,40,597,0,80,627,0,80,696,0
9900,2,3,1,56,0,320,11879,0,296,9507,0,388,7126,0,204,7240,0,180,6221,0,160,5003,1
1200,2,2,2,22,0,138,970,0,0,1080,2,88,1051,2,0,1109,2,60,1086,0,60,1128,1
9500,2,2,1,30,2,960,7645,2,0,8413,2,481,8253,2,0,8599,2,212,7793,0,200,7476,1
8100,2,2,2,33,0,80,450,0,53,514,0,80,561,0,80,580,0,48,653,0,120,476,0
900,2,2,2,23,0,61,517,0,50,558,0,92,586,0,0,668,2,96,646,2,25,724,1
1200,2,3,2,57,2,135,871,2,0,991,2,64,961,2,0,1000,2,80,981,2,0,870,1
6100,2,2,1,38,-2,269,273,-2,1106,258,-2,109,686,-2,1302,109,-2,459,1302,-2,278,340,0
5600,2,2,1,49,-1,0,98,-1,0,0,-2,0,0,-2,0,0,-2,23,0,-1,79,23,0
9200,2,2,2,34,7,1792,1803,12,5187,8974,2,8151,8236,11,1929,7969,1,886,7683,3,1220,3429,1
1900,2,3,2,29,1,222,721,2,98,398,2,0,413,2,10,344,0,40,292,0,49,268,0
5500,2,2,2,25,-1,2800,384,0,124,3125,0,1600,3173,0,184,4714,0,180,4822,0,192,4916,0
2100,1,2,1,34,0,1080,1651,0,65,2027,0,59,1958,0,147,1113,0,28,1614,0,40,1547,1
16100,1,1,2,32,0,201,877,0,201,820,0,80,829,0,161,659,0,1,714,2,81,586,0
14500,1,1,1,39,-2,29,13,-2,87,29,-2,13,87,-2,72,13,-2,60,72,-2,19,60,1
800,2,3,2,49,2,64,734,0,60,687,0,36,707,0,144,732,0,16,811,2,0,808,1
14500,1,1,2,29,-2,100,0,-1,0,100,-1,0,0,-2,0,0,-2,0,0,-2,0,0,0
3300,2,2,2,23,-1,56,15,-1,750,56,-1,218,745,-1,82,217,-1,232,82,-1,124,231,0
9300,2,3,2,26,-1,20,246,2,120,226,-1,168,120,-1,0,168,0,169,56,-1,186,169,1
800,2,1,2,21,-1,11,308,-1,56,11,-1,422,56,-1,0,422,0,384,380,-1,20,384,1
2000,2,2,2,32,0,80,1601,0,61,816,0,40,784,0,40,713,0,40,736,0,40,763,0
7300,2,2,1,35,0,50,588,0,43,577,0,11,535,0,1255,381,0,51,1538,0,45,1438,1
2000,1,1,2,22,0,80,1958,0,160,1409,0,40,1336,0,40,749,0,240,552,0,40,774,0
3100,2,2,2,26,2,0,951,2,172,925,2,44,1068,2,48,1083,2,0,1107,2,100,1084,1
2400,1,2,2,45,0,100,2379,0,60,2417,0,40,2387,0,40,1176,0,80,1109,0,60,1066,0
5100,2,3,2,26,-1,7,10,-1,49,7,-1,45,49,-1,6,45,-1,0,6,-1,16,0,0
1900,2,1,2,23,1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,22,0,-1,0,22,1
7900,1,2,2,32,0,119,3200,0,118,3268,0,124,3332,0,242,3403,0,0,3588,2,120,2551,1
11100,1,1,1,49,-1,128,143,-1,128,127,-1,80,128,-1,144,79,-1,144,144,-1,144,144,0
1300,2,3,2,24,2,0,1243,2,60,1211,0,108,1217,0,52,1219,2,0,1240,2,45,1216,1
7900,1,1,1,31,-1,45,12,-1,512,45,-1,1120,512,0,40,1614,0,80,370,-1,2967,41,0
9200,2,2,1,53,0,120,2072,0,157,2158,0,83,2279,0,86,2324,0,87,2373,0,89,2420,1
7300,1,1,2,29,-1,71,57,-1,17,71,-1,86,17,-1,124,86,-1,167,124,-1,673,167,0
2900,1,2,2,34,0,144,2853,0,101,2816,0,98,5256,0,122,2553,0,81,2094,0,2800,1633,1
13900,2,2,2,33,0,2003,11732,0,400,13531,0,320,7099,0,601,7295,0,1202,7787,0,324,8601,0
14300,2,1,2,27,0,159,3651,0,169,3435,0,150,3496,0,94,3494,0,99,2847,0,93,2580,0
9100,2,3,2,46,0,40,1204,0,40,803,-1,0,40,-1,0,0,-2,0,0,-2,2485,0,0
4400,2,2,1,26,-1,0,3854,4,0,3758,3,280,3665,2,60,3848,3,168,3809,2,140,3910,1
2100,2,2,1,40,0,160,1846,0,200,1908,0,120,1906,0,80,1902,0,80,1940,0,80,1985,1
4900,2,2,2,41,0,80,828,0,96,881,0,40,963,2,40,975,0,60,987,0,60,1025,1
8700,2,4,2,34,-1,7144,7759,11,224,440,3,544,8011,2,6869,8470,1,346,4630,10,229,7338,1
6400,1,2,2,51,1,52,90,2,507,75,-1,7,507,0,4,333,0,44,203,0,104,196,1
700,1,3,1,41,0,68,529,0,84,546,0,0,578,2,18,529,0,40,504,0,40,505,1
11300,1,2,1,32,0,189,5052,0,188,5156,0,168,4956,0,178,4963,0,164,4980,0,160,4564,1
2900,1,1,2,29,1,28,-2,-1,120,26,-1,0,138,2,0,130,2,0,67,2,160,67,1
2000,2,2,2,55,2,144,157,2,0,297,2,60,286,0,44,340,0,0,381,2,12,371,1
2000,2,1,2,30,-1,16,16,-1,31,16,-1,1587,16,-1,53,1587,0,200,1604,0,188,1652,1
7500,2,2,2,32,0,356,7789,0,248,7631,0,220,7674,0,224,6239,0,232,6128,0,224,6260,1
2000,2,1,1,56,0,72,1831,0,72,1873,0,80,1914,0,92,1963,0,80,2673,0,25,692,0
15700,2,1,1,27,0,200,2428,0,200,2578,0,200,2700,0,200,2743,0,200,2616,0,200,2664,0
3100,2,3,2,32,0,45,206,0,40,216,0,53,251,-1,20,53,-1,7,20,-1,53,7,0
11100,1,1,2,31,1,0,-1,-2,197,-1,-1,0,195,0,266,83,-1,60,265,-1,90,60,0
6100,2,1,2,24,-1,12,12,-1,12,12,-1,12,12,-1,26,12,-1,18,26,-1,48,18,1
8800,2,1,1,42,3,0,100,2,0,100,2,0,100,2,0,100,2,0,100,2,0,100,1
2000,2,2,2,31,0,160,1645,0,0,1765,2,136,1725,2,0,1832,2,160,1797,2,0,1927,1
1900,1,2,2,34,0,200,1953,0,920,2032,0,34,1985,0,40,795,0,40,817,0,40,782,0
2100,2,2,2,54,0,46,294,0,40,319,0,534,353,-1,32,437,-1,0,463,2,17,422,0
3300,2,2,1,36,-1,80,80,-1,80,80,-1,80,80,-1,80,80,-1,80,80,-1,168,80,1
5700,1,1,2,52,-1,0,31,2,16,31,-1,0,16,-1,31,0,-1,16,31,-1,0,16,1
1900,1,1,2,25,0,160,1929,0,0,1767,2,68,3325,0,136,1683,0,68,1791,2,0,1825,0
2000,2,1,2,22,-1,12,23,-1,147,12,-1,56,147,-1,123,56,-1,140,123,-1,149,138,1
13700,2,1,2,35,-1,346,825,0,656,826,-1,600,652,0,600,843,0,400,823,0,400,637,0
900,1,2,1,24,3,0,42,2,0,42,2,0,42,3,0,42,3,0,42,3,0,42,1
800,1,3,1,57,1,0,59,2,0,8,2,0,-42,-2,0,-58,-2,120,-73,-1,0,31,1
4300,1,3,2,30,0,9,1360,-1,0,9,-1,0,0,-2,0,0,-2,0,0,-2,0,0,1
1800,1,3,2,29,8,467,1044,-1,1007,1441,0,1324,1707,2,246,1464,3,50,1706,1,122,477,1
4900,1,3,2,33,1,0,-4,-2,0,-84,-2,0,-96,-2,0,-96,-2,0,-96,-2,0,-96,1
20000,2,1,1,58,1,1417,0,-1,1492,1359,0,378,1514,-1,200,378,0,400,508,0,3819,771,1
700,1,2,2,32,3,320,581,2,0,889,8,0,877,7,0,865,6,0,841,5,0,805,1
2500,1,1,2,28,-1,11,11,-1,11,11,-1,11,11,-1,11,11,-1,11,11,-1,0,11,1
5200,1,1,2,25,-1,13,13,-1,13,13,-1,96,13,-1,0,96,0,66,43,-1,26,66,1
2800,2,3,2,27,2,101,2839,0,105,2842,0,100,2834,0,120,2833,0,104,2840,0,120,2833,1
9600,1,2,2,23,2,244,7155,0,189,7269,0,227,6626,0,220,5771,0,200,4488,0,652,4642,1
1300,1,2,2,27,0,200,1170,0,50,1180,0,34,1166,0,38,1010,0,0,880,0,0,0,0
4700,1,1,2,38,0,180,979,0,0,1130,2,48,1100,0,152,1118,0,0,1245,2,60,1219,0
5100,2,2,2,28,0,240,5253,0,504,4938,0,196,5301,2,204,5350,2,0,5369,2,202,5279,0
13200,2,3,1,53,0,272,11481,0,4097,7643,0,164,11618,0,197,7685,0,126,7874,0,7361,-126,0
9200,2,3,1,38,-1,1290,74,-1,193,1290,-1,64,192,-1,188,64,-1,139,188,-1,128,139,0
900,1,2,2,24,2,0,96,2,0,96,7,0,96,7,0,96,6,0,72,5,0,48,1
9600,2,2,1,37,-1,0,10,-1,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1
2500,2,2,2,22,1,0,0,-2,67,0,-1,34,67,-1,42,34,-2,117,8,-2,151,117,0
2900,2,2,2,22,0,80,518,0,160,577,0,120,727,0,0,834,2,124,809,0,120,913,0
2100,1,1,1,41,0,81,2026,0,88,2021,0,32,1966,0,120,799,0,232,796,0,80,811,0
20000,2,3,2,37,-1,60,76,-1,80,60,-1,48,80,-1,58,48,-1,22,58,-1,42,22,1
10300,2,1,2,33,1,0,0,-2,0,0,-2,0,0,-2,79,0,-1,100,79,-1,0,100,0
800,1,3,1,50,0,56,433,0,0,447,0,0,0,-2,0,0,-2,0,0,-2,0,0,1
5500,1,3,1,37,-1,40,552,-1,47,40,-1,40,47,-1,40,40,-1,40,40,-1,40,40,1
4800,2,2,2,34,0,80,624,0,62,659,0,80,670,0,60,687,0,18,731,2,280,692,1
400,1,2,2,25,0,60,441,0,61,494,0,0,544,2,29,375,0,8,195,0,4,200,1
4900,2,3,2,45,5,3102,4054,7,1994,3032,1,1173,1620,2,2116,4185,1,734,1762,2,264,1752,1
2100,2,2,2,24,0,80,1897,0,62,1932,0,59,1406,0,40,1004,0,14,822,0,15,345,1
2100,2,1,2,25,2,156,1638,2,0,1755,3,68,1716,2,80,1743,2,76,1782,2,72,1824,1
8400,2,2,2,43,0,260,8391,0,264,7238,0,203,7275,0,163,6399,0,169,5534,0,1108,4495,0
1500,2,2,1,25,0,78,1625,0,172,1625,0,80,1612,0,118,1575,0,0,1656,2,148,1625,1
800,1,3,2,25,-1,0,31,2,15,16,-1,16,15,-1,0,16,-1,31,0,-1,0,31,0
6000,1,2,1,35,2,160,3453,0,200,3557,0,480,3698,0,160,4116,0,240,4210,0,2000,4379,1
1100,2,2,2,25,0,80,1051,0,80,1101,0,40,1151,0,40,1110,0,90,1132,0,0,1189,1
4700,2,3,1,60,1,4,4868,2,352,3135,0,108,2474,0,120,2309,0,104,2367,0,88,2426,1
3100,2,2,1,31,-2,0,112,-2,848,0,-1,0,848,2,0,816,2,0,800,-2,0,800,1
12400,1,1,1,33,-1,0,20,-1,0,0,-2,20,0,-1,29,20,-1,0,29,0,32,30,1
7300,1,2,2,26,-1,0,73,-1,17,0,-1,13,33,-1,20,13,-1,140,17,-1,33,17,0
5100,2,3,2,25,0,216,4991,0,158,5119,0,70,4760,0,67,1866,0,68,1904,0,69,1908,0
12000,1,1,1,56,2,560,5931,2,240,6329,2,0,6410,2,480,6247,2,260,6622,2,260,6770,1
11500,2,1,2,28,0,68,1657,0,120,1209,0,0,361,0,328,-3,-1,8200,325,0,240,8440,0
900,1,3,2,28,1,0,322,2,46,311,0,160,352,0,0,506,3,0,487,2,36,474,1
13100,2,1,1,59,-2,92,35,-2,0,92,-2,18,0,-2,0,18,-2,5,0,-2,0,5,1
12900,1,1,2,30,-2,199,178,-2,165,198,-2,160,160,-2,64,160,-2,0,64,-2,0,0,0
3200,1,1,1,60,0,132,2133,0,251,1910,0,0,2004,0,0,0,-2,0,0,-2,168,0,0
11700,2,1,2,25,0,600,12233,0,420,12148,0,400,11855,0,600,9952,0,314,9679,0,933,9237,1
5600,2,1,2,25,0,98,2525,0,89,2570,0,95,2600,0,70,2112,0,70,2056,0,73,2013,0
3500,2,2,2,49,2,364,3507,2,0,3778,2,47,3648,0,200,1522,0,720,1704,0,200,1656,1
2900,2,3,2,97,2,1069,1725,3,475,2296,12,1569,1710,0,1842,2009,12,458,898,6,1381,2278,0
1200,2,2,2,31,1,0,1090,2,71,1061,0,104,1114,0,88,1187,2,0,1250,3,0,1219,1
4300,2,2,1,34,0,240,4636,0,220,4624,0,160,4559,0,160,4500,0,164,4493,0,160,4429,0
16100,2,1,2,29,-1,218,561,-1,641,217,-1,232,638,-1,219,231,-1,225,218,-1,247,617,0
5700,2,3,2,56,2,270,5272,0,217,5363,0,157,5014,0,132,3973,0,132,3625,0,137,3697,1
3500,2,2,2,27,0,100,1732,0,120,1611,0,120,1512,0,80,1493,0,120,1376,0,120,1398,0
3300,2,3,1,30,2,68,1074,0,56,990,0,96,922,0,0,917,2,40,876,0,60,880,0
9300,2,1,1,45,-1,16,16,-1,0,16,-1,31,0,-1,0,31,-1,0,0,-2,0,0,1
7700,1,1,2,34,2,580,6170,2,320,6645,2,0,6800,2,244,6632,0,524,6706,0,0,7122,1
11200,2,1,2,31,1,0,0,-2,0,0,-2,0,0,-2,28,0,-1,304,28,-1,190,304,0
11700,2,2,2,24,0,280,5625,0,281,5688,0,281,5827,0,240,5772,0,240,5615,0,240,5685,0
8100,2,2,2,28,0,293,6231,0,299,6242,0,178,6294,0,183,4931,0,175,4953,0,181,4963,0
9100,2,1,2,29,-1,68,36,-1,52,68,-1,35,52,-1,52,35,-1,32,52,-1,41,32,1
700,1,2,2,29,1,0,293,2,52,282,0,66,330,0,0,383,2,34,371,2,0,399,1
700,1,2,2,36,0,80,788,0,60,812,0,80,768,0,80,683,0,80,718,0,40,772,0
1700,2,2,1,22,2,72,1025,0,180,1068,0,0,1217,2,96,1185,2,0,1262,2,120,1236,1
700,2,2,2,23,0,115,608,0,0,712,2,58,689,2,0,735,2,77,718,2,0,783,1
2100,1,2,2,36,0,200,1868,0,0,2037,2,80,1976,2,0,0,-2,0,0,-2,0,0,0
700,1,2,1,36,0,52,687,0,60,713,0,57,381,0,160,419,0,40,571,0,40,601,1
2000,1,1,2,27,0,120,2003,-1,160,85,-1,0,244,2,160,234,0,240,382,0,0,615,1
3300,2,1,2,28,-2,0,107,-2,13,0,-1,0,13,2,48,13,2,0,61,3,0,48,0
1900,1,2,2,52,0,600,2895,0,106,3267,0,0,2698,0,0,0,-2,651,0,-1,80,651,0
5500,2,3,1,30,2,180,3840,2,176,3921,2,148,3998,2,0,4045,2,312,3895,2,0,4122,1
2000,1,2,2,29,0,80,344,0,116,412,0,0,508,2,20,488,0,40,500,0,40,532,0
2000,1,2,1,42,2,97,59,-1,0,97,2,40,38,0,0,62,0,0,47,0,0,31,1
3700,2,1,2,26,1,0,2276,2,400,2216,2,80,2577,2,80,2591,2,120,2623,0,120,2693,1
900,1,2,2,20,0,200,771,0,0,840,2,0,808,0,0,800,0,0,0,-2,0,0,1
5500,2,3,1,39,0,400,4565,0,320,4888,0,200,5123,0,160,4133,0,181,4228,0,240,4345,1
5300,2,1,2,28,-2,344,393,-2,0,343,-2,0,0,-2,47,0,-1,0,47,-1,43,0,1
2700,1,2,2,49,0,121,2715,0,128,2666,0,51,2339,0,26,1167,0,26,709,0,67,708,0
1100,2,3,1,47,-2,421,276,-2,192,420,-2,189,191,-2,2230,183,-2,168,470,-2,913,168,0
7900,2,2,1,38,2,362,7912,0,280,8054,0,200,6567,0,200,5448,0,200,5568,0,200,5430,1
4100,2,3,2,31,0,73,3401,0,92,1980,0,120,2017,0,31,2063,-1,0,31,-1,0,0,0
12500,1,1,1,42,0,440,10028,0,452,10246,0,1194,10462,0,3,11409,2,399,11236,0,382,10890,1
1300,1,2,2,30,0,1120,1208,-1,64,1113,0,60,1147,0,40,1185,0,40,1211,0,40,981,1
13500,2,1,2,43,0,637,14970,0,405,14301,0,40,13373,0,421,12319,0,11160,12730,0,440,11591,1
10500,2,2,1,45,-1,237,316,-1,224,237,-1,219,224,-1,236,219,-1,239,236,-1,230,239,0
19900,2,2,1,42,-2,44,9637,-2,377,747,-2,137,376,-2,11649,-151,-1,360,11311,0,361,11557,0
8400,1,1,2,39,-1,13,13,-1,13,13,-1,13,13,-1,13,13,-1,13,13,-1,13,13,1
900,1,2,2,29,0,43,80,0,40,118,0,0,135,0,0,0,-2,0,0,-2,0,0,0
2000,1,2,2,38,5,0,794,4,0,771,3,0,747,2,14,718,0,40,708,0,40,748,0
2000,2,2,1,42,1,0,1452,3,0,1415,2,40,1262,0,13,1267,0,0,628,0,0,0,1
2900,1,2,1,35,0,138,2776,0,129,2819,0,198,2666,0,68,2786,0,200,1858,0,88,2027,1
7200,2,2,2,23,1,0,4343,2,343,4216,2,160,4483,2,0,4454,2,297,3936,2,0,4098,1
4100,2,1,2,27,0,56,1163,0,60,764,0,48,717,0,0,489,0,0,270,0,0,-1,0
1200,2,2,1,33,3,0,1013,3,64,985,2,48,1021,2,0,1040,2,88,1012,2,0,1077,1
3100,2,2,2,26,-1,0,31,2,0,31,2,0,0,-2,0,0,-2,0,0,-2,0,0,1
1900,2,3,1,43,1,84,524,2,40,587,3,92,606,2,0,676,4,0,654,3,0,632,1
7300,2,1,2,29,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1
9000,2,2,2,41,2,3798,4066,10,2085,5383,9,2660,3175,11,407,4319,1,1418,1710,1,5903,7605,1
7300,1,1,2,30,-2,12,0,-1,30,12,-1,0,30,-1,0,0,-2,0,0,-2,0,0,1
2300,1,3,1,40,1,72,1172,2,60,1213,2,80,1241,0,108,1288,0,60,1369,2,0,1400,0
12100,1,1,2,27,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,0
8400,2,1,1,25,-2,0,0,-2,0,0,-2,1173,0,-1,60,1173,0,60,1214,0,60,1254,1
15700,2,2,1,46,0,320,6786,0,320,6950,0,260,7109,0,280,7205,0,288,7377,0,220,7533,0
4100,2,2,1,39,1,0,516,2,120,498,0,80,599,0,0,671,2,120,657,0,80,762,0
5500,2,1,2,26,0,214,5741,0,160,5674,0,140,5260,0,120,3774,0,520,3435,0,92,3359,0
2000,1,1,1,45,0,120,527,0,60,638,0,80,687,0,0,752,2,80,735,2,0,763,0
2700,1,3,1,48,1,0,452,2,120,433,2,0,545,2,48,525,2,0,564,2,60,549,1
4800,2,2,2,41,-2,150,13,-2,26,150,-2,13,13,-2,13,13,-2,19,13,-2,13,19,1
2800,1,1,2,29,0,0,89,0,0,0,-2,0,0,-2,0,0,-2,58,0,-1,0,58,0
8500,2,1,2,33,0,69,1765,0,40,1579,0,219,956,-1,0,204,0,6,32,-1,16,6,0
4500,2,2,1,40,0,129,3724,0,122,3648,0,111,3405,0,92,3220,0,96,3159,0,75,3225,0
1100,2,2,1,28,1,0,1141,5,0,1112,4,0,1084,3,48,1054,2,52,1073,2,39,1102,1
10300,1,2,1,52,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,-2,0,0,1
7700,2,2,1,34,-2,0,-106,-2,78,-106,-2,0,-106,-2,0,-201,-2,3941,-201,-1,128,3740,1
